ProductID,Name,StandardCost,ListPrice,Color,Margin
763,"Road-650 Red, 48",486.7066,782.99,Red,296.28340000000003
764,"Road-650 Red, 52",486.7066,782.99,Red,296.28340000000003
765,"Road-650 Black, 58",486.7066,782.99,Black,296.28340000000003
766,"Road-650 Black, 60",486.7066,782.99,Black,296.28340000000003
767,"Road-650 Black, 62",486.7066,782.99,Black,296.28340000000003
768,"Road-650 Black, 44",486.7066,782.99,Black,296.28340000000003
769,"Road-650 Black, 48",486.7066,782.99,Black,296.28340000000003
770,"Road-650 Black, 52",486.7066,782.99,Black,296.28340000000003
771,"Mountain-100 Silver, 38",1912.1544,3399.99,Silver,1487.8355999999999
772,"Mountain-100 Silver, 42",1912.1544,3399.99,Silver,1487.8355999999999
773,"Mountain-100 Silver, 44",1912.1544,3399.99,Silver,1487.8355999999999
774,"Mountain-100 Silver, 48",1912.1544,3399.99,Silver,1487.8355999999999
775,"Mountain-100 Black, 38",1898.0944,3374.99,Black,1476.8955999999998
776,"Mountain-100 Black, 42",1898.0944,3374.99,Black,1476.8955999999998
777,"Mountain-100 Black, 44",1898.0944,3374.99,Black,1476.8955999999998
778,"Mountain-100 Black, 48",1898.0944,3374.99,Black,1476.8955999999998
779,"Mountain-200 Silver, 38",1265.6195,2319.99,Silver,1054.3704999999998
780,"Mountain-200 Silver, 42",1265.6195,2319.99,Silver,1054.3704999999998
781,"Mountain-200 Silver, 46",1265.6195,2319.99,Silver,1054.3704999999998
782,"Mountain-200 Black, 38",1251.9813,2294.99,Black,1043.0086999999999
783,"Mountain-200 Black, 42",1251.9813,2294.99,Black,1043.0086999999999
784,"Mountain-200 Black, 46",1251.9813,2294.99,Black,1043.0086999999999
785,"Mountain-300 Black, 38",598.4354,1079.99,Black,481.55460000000005
786,"Mountain-300 Black, 40",598.4354,1079.99,Black,481.55460000000005
787,"Mountain-300 Black, 44",598.4354,1079.99,Black,481.55460000000005
788,"Mountain-300 Black, 48",598.4354,1079.99,Black,481.55460000000005
789,"Road-250 Red, 44",1518.7864,2443.35,Red,924.5636
790,"Road-250 Red, 48",1518.7864,2443.35,Red,924.5636
791,"Road-250 Red, 52",1518.7864,2443.35,Red,924.5636
792,"Road-250 Red, 58",1554.9479,2443.35,Red,888.4021
793,"Road-250 Black, 44",1554.9479,2443.35,Black,888.4021
794,"Road-250 Black, 48",1554.9479,2443.35,Black,888.4021
795,"Road-250 Black, 52",1554.9479,2443.35,Black,888.4021
796,"Road-250 Black, 58",1554.9479,2443.35,Black,888.4021
797,"Road-550-W Yellow, 38",713.0798,1120.49,Yellow,407.41020000000003
798,"Road-550-W Yellow, 40",713.0798,1120.49,Yellow,407.41020000000003
799,"Road-550-W Yellow, 42",713.0798,1120.49,Yellow,407.41020000000003
800,"Road-550-W Yellow, 44",713.0798,1120.49,Yellow,407.41020000000003
801,"Road-550-W Yellow, 48",713.0798,1120.49,Yellow,407.41020000000003
802,LL Fork,65.8097,148.22,N/A,82.41029999999999
803,ML Fork,77.9176,175.49,N/A,97.57240000000002
804,HL Fork,101.8936,229.49,N/A,127.5964
805,LL Headset,15.1848,34.2,N/A,19.015200000000004
806,ML Headset,45.4168,102.29,N/A,56.873200000000004
807,HL Headset,55.3801,124.73,N/A,69.3499
808,LL Mountain Handlebars,19.7758,44.54,N/A,24.7642
809,ML Mountain Handlebars,27.4925,61.92,N/A,34.4275
810,HL Mountain Handlebars,53.3999,120.27,N/A,66.8701
811,LL Road Handlebars,19.7758,44.54,N/A,24.7642
812,ML Road Handlebars,27.4925,61.92,N/A,34.4275
813,HL Road Handlebars,53.3999,120.27,N/A,66.8701
814,"ML Mountain Frame - Black, 38",185.8193,348.76,Black,162.9407
815,LL Mountain Front Wheel,26.9708,60.745,Black,33.77419999999999
816,ML Mountain Front Wheel,92.8071,209.025,Black,116.2179
817,HL Mountain Front Wheel,133.2955,300.215,Black,166.91949999999997
818,LL Road Front Wheel,37.9909,85.565,Black,47.574099999999994
819,ML Road Front Wheel,110.2829,248.385,Black,138.1021
820,HL Road Front Wheel,146.5466,330.06,Black,183.5134
821,Touring Front Wheel,96.7964,218.01,Black,121.21359999999999
822,"ML Road Frame-W - Yellow, 38",360.9428,594.83,Yellow,233.88720000000006
823,LL Mountain Rear Wheel,38.9588,87.745,Black,48.78620000000001
824,ML Mountain Rear Wheel,104.7951,236.025,Black,131.2299
825,HL Mountain Rear Wheel,145.2835,327.215,Black,181.93149999999997
826,LL Road Rear Wheel,49.9789,112.565,Black,62.586099999999995
827,ML Road Rear Wheel,122.2709,275.385,Black,153.1141
828,HL Road Rear Wheel,158.5346,357.06,Black,198.5254
829,Touring Rear Wheel,108.7844,245.01,Black,136.2256
830,"ML Mountain Frame - Black, 40",185.8193,348.76,Black,162.9407
831,"ML Mountain Frame - Black, 44",185.8193,348.76,Black,162.9407
832,"ML Mountain Frame - Black, 48",185.8193,348.76,Black,162.9407
833,"ML Road Frame-W - Yellow, 40",360.9428,594.83,Yellow,233.88720000000006
834,"ML Road Frame-W - Yellow, 42",360.9428,594.83,Yellow,233.88720000000006
835,"ML Road Frame-W - Yellow, 44",360.9428,594.83,Yellow,233.88720000000006
836,"ML Road Frame-W - Yellow, 48",360.9428,594.83,Yellow,233.88720000000006
837,"HL Road Frame - Black, 62",868.6342,1431.5,Black,562.8658
838,"HL Road Frame - Black, 44",868.6342,1431.5,Black,562.8658
839,"HL Road Frame - Black, 48",868.6342,1431.5,Black,562.8658
840,"HL Road Frame - Black, 52",868.6342,1431.5,Black,562.8658
841,"Men's Sports Shorts, S",24.7459,59.99,Black,35.2441
842,"Touring-Panniers, Large",51.5625,125.0,Grey,73.4375
843,Cable Lock,10.3125,25.0,N/A,14.6875
844,Minipump,8.2459,19.99,N/A,11.744099999999998
845,Mountain Pump,10.3084,24.99,N/A,14.681599999999998
846,Taillights - Battery-Powered,5.7709,13.99,N/A,8.219100000000001
847,Headlights - Dual-Beam,14.4334,34.99,N/A,20.556600000000003
848,Headlights - Weatherproof,18.5584,44.99,N/A,26.431600000000003
849,"Men's Sports Shorts, M",24.7459,59.99,Black,35.2441
850,"Men's Sports Shorts, L",24.7459,59.99,Black,35.2441
851,"Men's Sports Shorts, XL",24.7459,59.99,Black,35.2441
852,"Women's Tights, S",30.9334,74.99,Black,44.056599999999996
853,"Women's Tights, M",30.9334,74.99,Black,44.056599999999996
854,"Women's Tights, L",30.9334,74.99,Black,44.056599999999996
855,"Men's Bib-Shorts, S",37.1209,89.99,Multi,52.869099999999996
856,"Men's Bib-Shorts, M",37.1209,89.99,Multi,52.869099999999996
857,"Men's Bib-Shorts, L",37.1209,89.99,Multi,52.869099999999996
858,"Half-Finger Gloves, S",9.1593,24.49,Black,15.330699999999998
859,"Half-Finger Gloves, M",9.1593,24.49,Black,15.330699999999998
860,"Half-Finger Gloves, L",9.1593,24.49,Black,15.330699999999998
861,"Full-Finger Gloves, S",15.6709,37.99,Black,22.319100000000002
862,"Full-Finger Gloves, M",15.6709,37.99,Black,22.319100000000002
863,"Full-Finger Gloves, L",15.6709,37.99,Black,22.319100000000002
864,"Classic Vest, S",23.749,63.5,Blue,39.751000000000005
865,"Classic Vest, M",23.749,63.5,Blue,39.751000000000005
866,"Classic Vest, L",23.749,63.5,Blue,39.751000000000005
867,"Women's Mountain Shorts, S",26.1763,69.99,Black,43.8137
868,"Women's Mountain Shorts, M",26.1763,69.99,Black,43.8137
869,"Women's Mountain Shorts, L",26.1763,69.99,Black,43.8137
870,Water Bottle - 30 oz.,1.8663,4.99,N/A,3.1237000000000004
871,Mountain Bottle Cage,3.7363,9.99,N/A,6.2537
872,Road Bottle Cage,3.3623,8.99,N/A,5.627700000000001
873,Patch Kit/8 Patches,0.8565,2.29,N/A,1.4335
874,"Racing Socks, M",3.3623,8.99,White,5.627700000000001
875,"Racing Socks, L",3.3623,8.99,White,5.627700000000001
876,Hitch Rack - 4-Bike,44.88,120.0,N/A,75.12
877,Bike Wash - Dissolver,2.9733,7.95,N/A,4.9767
878,Fender Set - Mountain,8.2205,21.98,N/A,13.759500000000001
879,All-Purpose Bike Stand,59.466,159.0,N/A,99.53399999999999
880,Hydration Pack - 70 oz.,20.5663,54.99,Silver,34.423700000000004
881,"Short-Sleeve Classic Jersey, S",41.5723,53.99,Yellow,12.417700000000004
882,"Short-Sleeve Classic Jersey, M",41.5723,53.99,Yellow,12.417700000000004
883,"Short-Sleeve Classic Jersey, L",41.5723,53.99,Yellow,12.417700000000004
884,"Short-Sleeve Classic Jersey, XL",41.5723,53.99,Yellow,12.417700000000004
885,"HL Touring Frame - Yellow, 60",601.7437,1003.91,Yellow,402.1663
886,"LL Touring Frame - Yellow, 62",199.8519,333.42,Yellow,133.56810000000002
887,"HL Touring Frame - Yellow, 46",601.7437,1003.91,Yellow,402.1663
888,"HL Touring Frame - Yellow, 50",601.7437,1003.91,Yellow,402.1663
889,"HL Touring Frame - Yellow, 54",601.7437,1003.91,Yellow,402.1663
890,"HL Touring Frame - Blue, 46",601.7437,1003.91,Blue,402.1663
891,"HL Touring Frame - Blue, 50",601.7437,1003.91,Blue,402.1663
892,"HL Touring Frame - Blue, 54",601.7437,1003.91,Blue,402.1663
893,"HL Touring Frame - Blue, 60",601.7437,1003.91,Blue,402.1663
894,Rear Derailleur,53.9282,121.46,Silver,67.5318
895,"LL Touring Frame - Blue, 50",199.8519,333.42,Blue,133.56810000000002
896,"LL Touring Frame - Blue, 54",199.8519,333.42,Blue,133.56810000000002
897,"LL Touring Frame - Blue, 58",199.8519,333.42,Blue,133.56810000000002
898,"LL Touring Frame - Blue, 62",199.8519,333.42,Blue,133.56810000000002
899,"LL Touring Frame - Yellow, 44",199.8519,333.42,Yellow,133.56810000000002
900,"LL Touring Frame - Yellow, 50",199.8519,333.42,Yellow,133.56810000000002
901,"LL Touring Frame - Yellow, 54",199.8519,333.42,Yellow,133.56810000000002
902,"LL Touring Frame - Yellow, 58",199.8519,333.42,Yellow,133.56810000000002
903,"LL Touring Frame - Blue, 44",199.8519,333.42,Blue,133.56810000000002
904,"ML Mountain Frame-W - Silver, 40",199.3757,364.09,Silver,164.71429999999998
905,"ML Mountain Frame-W - Silver, 42",199.3757,364.09,Silver,164.71429999999998
906,"ML Mountain Frame-W - Silver, 46",199.3757,364.09,Silver,164.71429999999998
907,Rear Brakes,47.286,106.5,Silver,59.214
908,LL Mountain Seat/Saddle,12.0413,27.12,N/A,15.078700000000001
909,ML Mountain Seat/Saddle,17.3782,39.14,N/A,21.7618
910,HL Mountain Seat/Saddle,23.3722,52.64,N/A,29.2678
911,LL Road Seat/Saddle,12.0413,27.12,N/A,15.078700000000001
912,ML Road Seat/Saddle,17.3782,39.14,N/A,21.7618
913,HL Road Seat/Saddle,23.3722,52.64,N/A,29.2678
914,LL Touring Seat/Saddle,12.0413,27.12,N/A,15.078700000000001
915,ML Touring Seat/Saddle,17.3782,39.14,N/A,21.7618
916,HL Touring Seat/Saddle,23.3722,52.64,N/A,29.2678
917,"LL Mountain Frame - Silver, 42",144.5938,264.05,Silver,119.45620000000002
918,"LL Mountain Frame - Silver, 44",144.5938,264.05,Silver,119.45620000000002
919,"LL Mountain Frame - Silver, 48",144.5938,264.05,Silver,119.45620000000002
920,"LL Mountain Frame - Silver, 52",144.5938,264.05,Silver,119.45620000000002
921,Mountain Tire Tube,1.8663,4.99,N/A,3.1237000000000004
922,Road Tire Tube,1.4923,3.99,N/A,2.4977
923,Touring Tire Tube,1.8663,4.99,N/A,3.1237000000000004
924,"LL Mountain Frame - Black, 42",136.785,249.79,Black,113.005
925,"LL Mountain Frame - Black, 44",136.785,249.79,Black,113.005
926,"LL Mountain Frame - Black, 48",136.785,249.79,Black,113.005
927,"LL Mountain Frame - Black, 52",136.785,249.79,Black,113.005
928,LL Mountain Tire,9.3463,24.99,N/A,15.643699999999999
929,ML Mountain Tire,11.2163,29.99,N/A,18.773699999999998
930,HL Mountain Tire,13.09,35.0,N/A,21.91
931,LL Road Tire,8.0373,21.49,N/A,13.452699999999998
932,ML Road Tire,9.3463,24.99,N/A,15.643699999999999
933,HL Road Tire,12.1924,32.6,N/A,20.407600000000002
934,Touring Tire,10.8423,28.99,N/A,18.1477
935,LL Mountain Pedal,17.9776,40.49,Silver/Black,22.512400000000003
936,ML Mountain Pedal,27.568,62.09,Silver/Black,34.522000000000006
937,HL Mountain Pedal,35.9596,80.99,Silver/Black,45.03039999999999
938,LL Road Pedal,17.9776,40.49,Silver/Black,22.512400000000003
939,ML Road Pedal,27.568,62.09,Silver/Black,34.522000000000006
940,HL Road Pedal,35.9596,80.99,Silver/Black,45.03039999999999
941,Touring Pedal,35.9596,80.99,Silver/Black,45.03039999999999
942,"ML Mountain Frame-W - Silver, 38",199.3757,364.09,Silver,164.71429999999998
943,"LL Mountain Frame - Black, 40",136.785,249.79,Black,113.005
944,"LL Mountain Frame - Silver, 40",144.5938,264.05,Silver,119.45620000000002
945,Front Derailleur,40.6216,91.49,Silver,50.868399999999994
946,LL Touring Handlebars,20.464,46.09,N/A,25.626000000000005
947,HL Touring Handlebars,40.6571,91.57,N/A,50.91289999999999
948,Front Brakes,47.286,106.5,Silver,59.214
949,LL Crankset,77.9176,175.49,Black,97.57240000000002
950,ML Crankset,113.8816,256.49,Black,142.60840000000002
951,HL Crankset,179.8156,404.99,Black,225.17440000000002
952,Chain,8.9866,20.24,Silver,11.2534
953,"Touring-2000 Blue, 60",755.1508,1214.85,Blue,459.6991999999999
954,"Touring-1000 Yellow, 46",1481.9379,2384.07,Yellow,902.1321000000003
955,"Touring-1000 Yellow, 50",1481.9379,2384.07,Yellow,902.1321000000003
956,"Touring-1000 Yellow, 54",1481.9379,2384.07,Yellow,902.1321000000003
957,"Touring-1000 Yellow, 60",1481.9379,2384.07,Yellow,902.1321000000003
958,"Touring-3000 Blue, 54",461.4448,742.35,Blue,280.90520000000004
959,"Touring-3000 Blue, 58",461.4448,742.35,Blue,280.90520000000004
960,"Touring-3000 Blue, 62",461.4448,742.35,Blue,280.90520000000004
961,"Touring-3000 Yellow, 44",461.4448,742.35,Yellow,280.90520000000004
962,"Touring-3000 Yellow, 50",461.4448,742.35,Yellow,280.90520000000004
963,"Touring-3000 Yellow, 54",461.4448,742.35,Yellow,280.90520000000004
964,"Touring-3000 Yellow, 58",461.4448,742.35,Yellow,280.90520000000004
965,"Touring-3000 Yellow, 62",461.4448,742.35,Yellow,280.90520000000004
966,"Touring-1000 Blue, 46",1481.9379,2384.07,Blue,902.1321000000003
967,"Touring-1000 Blue, 50",1481.9379,2384.07,Blue,902.1321000000003
968,"Touring-1000 Blue, 54",1481.9379,2384.07,Blue,902.1321000000003
969,"Touring-1000 Blue, 60",1481.9379,2384.07,Blue,902.1321000000003
970,"Touring-2000 Blue, 46",755.1508,1214.85,Blue,459.6991999999999
971,"Touring-2000 Blue, 50",755.1508,1214.85,Blue,459.6991999999999
972,"Touring-2000 Blue, 54",755.1508,1214.85,Blue,459.6991999999999
973,"Road-350-W Yellow, 40",1082.51,1700.99,Yellow,618.48
974,"Road-350-W Yellow, 42",1082.51,1700.99,Yellow,618.48
975,"Road-350-W Yellow, 44",1082.51,1700.99,Yellow,618.48
976,"Road-350-W Yellow, 48",1082.51,1700.99,Yellow,618.48
977,"Road-750 Black, 58",343.6496,539.99,Black,196.3404
978,"Touring-3000 Blue, 44",461.4448,742.35,Blue,280.90520000000004
979,"Touring-3000 Blue, 50",461.4448,742.35,Blue,280.90520000000004
980,"Mountain-400-W Silver, 38",419.7784,769.49,Silver,349.71160000000003
981,"Mountain-400-W Silver, 40",419.7784,769.49,Silver,349.71160000000003
982,"Mountain-400-W Silver, 42",419.7784,769.49,Silver,349.71160000000003
983,"Mountain-400-W Silver, 46",419.7784,769.49,Silver,349.71160000000003
984,"Mountain-500 Silver, 40",308.2179,564.99,Silver,256.7721
985,"Mountain-500 Silver, 42",308.2179,564.99,Silver,256.7721
986,"Mountain-500 Silver, 44",308.2179,564.99,Silver,256.7721
987,"Mountain-500 Silver, 48",308.2179,564.99,Silver,256.7721
988,"Mountain-500 Silver, 52",308.2179,564.99,Silver,256.7721
989,"Mountain-500 Black, 40",294.5797,539.99,Black,245.4103
990,"Mountain-500 Black, 42",294.5797,539.99,Black,245.4103
991,"Mountain-500 Black, 44",294.5797,539.99,Black,245.4103
992,"Mountain-500 Black, 48",294.5797,539.99,Black,245.4103
993,"Mountain-500 Black, 52",294.5797,539.99,Black,245.4103
994,LL Bottom Bracket,23.9716,53.99,N/A,30.018400000000003
995,ML Bottom Bracket,44.9506,101.24,N/A,56.28939999999999
996,HL Bottom Bracket,53.9416,121.49,N/A,67.54839999999999
997,"Road-750 Black, 44",343.6496,539.99,Black,196.3404
998,"Road-750 Black, 48",343.6496,539.99,Black,196.3404
999,"Road-750 Black, 52",343.6496,539.99,Black,196.3404
